order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_0009948,CUST_001320,shipped,2021-09-25 13:29:00,2021-09-25 19:29:00,2021-09-27 19:29:00,,2021-10-04 13:29:00
ORD_0009949,CUST_002749,delivered,2022-10-10 14:40:00,2022-10-11 01:40:00,2022-10-12 01:40:00,2022-10-16 14:40:00,2022-10-24 14:40:00
ORD_0009950,CUST_004386,delivered,2021-01-11 21:49:00,2021-01-12 08:49:00,2021-01-15 08:49:00,2021-01-17 21:49:00,2021-01-21 21:49:00
ORD_0009951,CUST_010597,delivered,2021-02-19 03:42:00,2021-02-20 03:42:00,2021-02-21 03:42:00,2021-02-26 03:42:00,2021-03-11 03:42:00
ORD_0009952,CUST_000775,processing,2022-02-27 10:13:00,2022-02-27 22:13:00,2022-02-28 22:13:00,,2022-03-17 10:13:00
ORD_0009953,CUST_005481,delivered,2023-01-02 10:56:00,2023-01-03 05:56:00,2023-01-04 05:56:00,2023-01-15 10:56:00,2023-01-14 10:56:00
ORD_0009954,CUST_014301,invoiced,2022-06-03 00:18:00,2022-06-03 01:18:00,2022-06-06 01:18:00,,2022-06-12 00:18:00
ORD_0009955,CUST_005897,delivered,2022-07-08 17:56:00,2022-07-08 19:56:00,2022-07-10 19:56:00,2022-08-01 17:56:00,2022-07-24 17:56:00
ORD_0009956,CUST_006580,delivered,2021-11-20 18:22:00,2021-11-20 23:22:00,2021-11-21 23:22:00,2021-12-01 18:22:00,2021-12-09 18:22:00
ORD_0009957,CUST_002651,delivered,2023-04-23 21:37:00,2023-04-24 21:37:00,2023-04-25 21:37:00,2023-04-30 21:37:00,2023-05-13 21:37:00
ORD_0009958,CUST_001420,delivered,2021-02-17 00:14:00,2021-02-17 11:14:00,2021-02-18 11:14:00,2021-02-20 00:14:00,2021-03-03 00:14:00
ORD_0009959,CUST_003372,delivered,2023-02-19 10:25:00,2023-02-19 23:25:00,2023-02-22 23:25:00,2023-03-12 10:25:00,2023-03-10 10:25:00
ORD_0009960,CUST_003282,shipped,2021-03-22 21:34:00,2021-03-23 14:34:00,2021-03-26 14:34:00,,2021-03-29 21:34:00
ORD_0009961,CUST_007938,delivered,2021-05-13 16:09:00,2021-05-14 16:09:00,2021-05-16 16:09:00,2021-06-09 16:09:00,2021-06-01 16:09:00
ORD_0009962,CUST_010889,shipped,2022-07-13 02:02:00,2022-07-13 16:02:00,2022-07-16 16:02:00,,2022-07-24 02:02:00
ORD_0009963,CUST_001660,processing,2021-05-29 10:06:00,2021-05-30 04:06:00,2021-05-31 04:06:00,,2021-06-16 10:06:00
ORD_0009964,CUST_004350,processing,2021-01-20 17:18:00,2021-01-21 05:18:00,2021-01-23 05:18:00,,2021-02-06 17:18:00
ORD_0009965,CUST_014797,delivered,2022-10-06 22:11:00,2022-10-07 04:11:00,2022-10-09 04:11:00,2022-10-30 22:11:00,2022-10-24 22:11:00
ORD_0009966,CUST_009946,shipped,2021-09-15 10:54:00,2021-09-15 13:54:00,2021-09-18 13:54:00,,2021-10-04 10:54:00
ORD_0009967,CUST_005021,cancelled,2021-03-25 06:51:00,2021-03-25 16:51:00,2021-03-27 16:51:00,,2021-04-12 06:51:00
ORD_0009968,CUST_008620,delivered,2021-07-08 05:28:00,2021-07-08 18:28:00,2021-07-09 18:28:00,2021-07-26 05:28:00,2021-07-23 05:28:00
ORD_0009969,CUST_001833,delivered,2021-11-12 23:35:00,2021-11-13 11:35:00,2021-11-16 11:35:00,2021-11-20 23:35:00,2021-11-28 23:35:00
ORD_0009970,CUST_007093,invoiced,2021-03-03 02:29:00,2021-03-03 05:29:00,2021-03-04 05:29:00,,2021-03-14 02:29:00
ORD_0009971,CUST_009895,processing,2022-04-04 04:54:00,2022-04-04 15:54:00,2022-04-07 15:54:00,,2022-04-18 04:54:00
ORD_0009972,CUST_010683,delivered,2021-07-14 15:11:00,2021-07-15 09:11:00,2021-07-18 09:11:00,2021-07-24 15:11:00,2021-07-28 15:11:00
ORD_0009973,CUST_004529,cancelled,2021-09-12 11:39:00,2021-09-13 09:39:00,2021-09-14 09:39:00,,2021-09-27 11:39:00
ORD_0009974,CUST_000631,delivered,2022-12-26 22:38:00,2022-12-27 11:38:00,2022-12-29 11:38:00,2023-01-04 22:38:00,2023-01-08 22:38:00
ORD_0009975,CUST_002513,delivered,2021-04-28 15:19:00,2021-04-29 10:19:00,2021-05-01 10:19:00,2021-05-03 15:19:00,2021-05-18 15:19:00
ORD_0009976,CUST_005426,delivered,2021-09-13 08:26:00,2021-09-14 03:26:00,2021-09-17 03:26:00,2021-09-17 08:26:00,2021-09-30 08:26:00
ORD_0009977,CUST_012091,shipped,2021-05-01 22:46:00,2021-05-02 05:46:00,2021-05-03 05:46:00,,2021-05-17 22:46:00
ORD_0009978,CUST_014784,invoiced,2021-03-18 15:47:00,2021-03-19 12:47:00,2021-03-22 12:47:00,,2021-04-02 15:47:00
ORD_0009979,CUST_010005,processing,2023-05-14 22:57:00,2023-05-15 21:57:00,2023-05-16 21:57:00,,2023-05-21 22:57:00
ORD_0009980,CUST_012614,processing,2021-08-02 19:05:00,2021-08-02 23:05:00,2021-08-04 23:05:00,,2021-08-17 19:05:00
ORD_0009981,CUST_005866,processing,2022-03-14 03:02:00,2022-03-15 02:02:00,2022-03-17 02:02:00,,2022-03-30 03:02:00
ORD_0009982,CUST_003303,processing,2021-11-08 08:05:00,2021-11-09 03:05:00,2021-11-10 03:05:00,,2021-11-27 08:05:00
ORD_0009983,CUST_002304,delivered,2022-11-05 16:04:00,2022-11-06 12:04:00,2022-11-09 12:04:00,2022-11-12 16:04:00,2022-11-22 16:04:00
ORD_0009984,CUST_013508,delivered,2023-01-21 03:18:00,2023-01-21 20:18:00,2023-01-22 20:18:00,2023-02-01 03:18:00,2023-01-29 03:18:00
ORD_0009985,CUST_003594,delivered,2021-08-01 16:52:00,2021-08-02 06:52:00,2021-08-03 06:52:00,2021-08-05 16:52:00,2021-08-10 16:52:00
ORD_0009986,CUST_000968,shipped,2021-05-24 14:41:00,2021-05-25 11:41:00,2021-05-28 11:41:00,,2021-06-08 14:41:00
ORD_0009987,CUST_005029,delivered,2022-05-23 06:47:00,2022-05-23 16:47:00,2022-05-25 16:47:00,2022-06-02 06:47:00,2022-06-10 06:47:00
ORD_0009988,CUST_008171,shipped,2022-04-15 11:12:00,2022-04-16 09:12:00,2022-04-17 09:12:00,,2022-04-27 11:12:00
ORD_0009989,CUST_000352,shipped,2022-02-25 00:23:00,2022-02-25 02:23:00,2022-02-26 02:23:00,,2022-03-09 00:23:00
ORD_0009990,CUST_012701,shipped,2021-07-29 11:15:00,2021-07-30 10:15:00,2021-08-02 10:15:00,,2021-08-08 11:15:00
ORD_0009991,CUST_009524,shipped,2021-07-18 16:49:00,2021-07-18 20:49:00,2021-07-21 20:49:00,,2021-07-29 16:49:00
ORD_0009992,CUST_004614,invoiced,2021-11-25 13:13:00,2021-11-26 07:13:00,2021-11-27 07:13:00,,2021-12-09 13:13:00
ORD_0009993,CUST_006549,cancelled,2023-04-04 11:04:00,2023-04-05 08:04:00,2023-04-08 08:04:00,,2023-04-19 11:04:00
ORD_0009994,CUST_012867,invoiced,2022-11-12 10:49:00,2022-11-12 18:49:00,2022-11-13 18:49:00,,2022-11-26 10:49:00
ORD_0009995,CUST_006942,cancelled,2022-08-25 18:34:00,2022-08-25 22:34:00,2022-08-27 22:34:00,,2022-09-08 18:34:00
ORD_0009996,CUST_001222,delivered,2021-05-31 03:10:00,2021-05-31 21:10:00,2021-06-02 21:10:00,2021-06-19 03:10:00,2021-06-13 03:10:00
ORD_0009997,CUST_010496,processing,2022-03-19 03:26:00,2022-03-19 05:26:00,2022-03-20 05:26:00,,2022-04-08 03:26:00
ORD_0009998,CUST_000809,delivered,2022-09-08 22:12:00,2022-09-09 21:12:00,2022-09-11 21:12:00,2022-09-14 22:12:00,2022-09-18 22:12:00
ORD_0009999,CUST_010425,delivered,2021-10-11 16:08:00,2021-10-11 17:08:00,2021-10-12 17:08:00,2021-10-22 16:08:00,2021-10-21 16:08:00
ORD_0010000,CUST_005797,delivered,2022-08-29 19:05:00,2022-08-30 16:05:00,2022-09-01 16:05:00,2022-09-08 19:05:00,2022-09-18 19:05:00
ORD_0010001,CUST_002386,delivered,2023-04-25 14:37:00,2023-04-26 11:37:00,2023-04-28 11:37:00,2023-05-09 14:37:00,2023-05-02 14:37:00
ORD_0010002,CUST_006162,delivered,2021-01-19 18:38:00,2021-01-20 05:38:00,2021-01-21 05:38:00,2021-01-27 18:38:00,2021-01-27 18:38:00
ORD_0010003,CUST_002954,delivered,2021-09-28 12:02:00,2021-09-28 20:02:00,2021-10-01 20:02:00,2021-10-04 12:02:00,2021-10-10 12:02:00
ORD_0010004,CUST_010754,delivered,2022-07-08 21:52:00,2022-07-09 03:52:00,2022-07-12 03:52:00,2022-07-22 21:52:00,2022-07-21 21:52:00
ORD_0010005,CUST_006596,delivered,2023-03-21 03:16:00,2023-03-21 21:16:00,2023-03-22 21:16:00,2023-04-11 03:16:00,2023-04-06 03:16:00
ORD_0010006,CUST_014911,delivered,2022-03-17 18:21:00,2022-03-18 11:21:00,2022-03-20 11:21:00,2022-03-30 18:21:00,2022-03-25 18:21:00
ORD_0010007,CUST_003169,delivered,2021-08-19 12:45:00,2021-08-20 01:45:00,2021-08-22 01:45:00,2021-08-31 12:45:00,2021-08-29 12:45:00
ORD_0010008,CUST_008928,shipped,2023-04-13 04:28:00,2023-04-13 11:28:00,2023-04-15 11:28:00,,2023-04-20 04:28:00
ORD_0010009,CUST_012570,delivered,2021-07-28 09:01:00,2021-07-28 17:01:00,2021-07-29 17:01:00,2021-07-31 09:01:00,2021-08-12 09:01:00
ORD_0010010,CUST_013580,cancelled,2021-10-25 23:03:00,2021-10-26 13:03:00,2021-10-27 13:03:00,,2021-11-06 23:03:00
ORD_0010011,CUST_005519,shipped,2022-06-23 19:56:00,2022-06-24 04:56:00,2022-06-26 04:56:00,,2022-07-11 19:56:00
ORD_0010012,CUST_013896,delivered,2023-04-26 10:12:00,2023-04-27 06:12:00,2023-04-28 06:12:00,2023-05-09 10:12:00,2023-05-08 10:12:00
ORD_0010013,CUST_004162,cancelled,2022-09-27 17:05:00,2022-09-28 01:05:00,2022-10-01 01:05:00,,2022-10-08 17:05:00
ORD_0010014,CUST_000431,cancelled,2023-04-17 23:18:00,2023-04-18 19:18:00,2023-04-19 19:18:00,,2023-05-07 23:18:00
ORD_0010015,CUST_001210,shipped,2022-04-21 04:30:00,2022-04-21 23:30:00,2022-04-23 23:30:00,,2022-05-07 04:30:00
ORD_0010016,CUST_012343,delivered,2022-02-24 18:27:00,2022-02-25 15:27:00,2022-02-28 15:27:00,2022-02-28 18:27:00,2022-03-07 18:27:00
ORD_0010017,CUST_014343,delivered,2021-11-01 08:41:00,2021-11-02 06:41:00,2021-11-04 06:41:00,2021-11-06 08:41:00,2021-11-12 08:41:00
ORD_0010018,CUST_012813,delivered,2021-06-03 11:28:00,2021-06-03 23:28:00,2021-06-06 23:28:00,2021-06-09 11:28:00,2021-06-11 11:28:00
ORD_0010019,CUST_009417,delivered,2021-01-20 00:01:00,2021-01-20 22:01:00,2021-01-23 22:01:00,2021-02-03 00:01:00,2021-02-03 00:01:00
ORD_0010020,CUST_007375,cancelled,2022-09-09 09:49:00,2022-09-09 20:49:00,2022-09-12 20:49:00,,2022-09-18 09:49:00
ORD_0010021,CUST_010431,processing,2021-11-28 07:09:00,2021-11-28 13:09:00,2021-11-29 13:09:00,,2021-12-16 07:09:00
ORD_0010022,CUST_012077,delivered,2022-04-15 22:50:00,2022-04-16 04:50:00,2022-04-18 04:50:00,2022-04-27 22:50:00,2022-05-03 22:50:00
ORD_0010023,CUST_001635,delivered,2022-08-20 19:43:00,2022-08-21 09:43:00,2022-08-24 09:43:00,2022-08-27 19:43:00,2022-09-01 19:43:00
ORD_0010024,CUST_013430,processing,2022-03-10 06:20:00,2022-03-10 22:20:00,2022-03-13 22:20:00,,2022-03-22 06:20:00
ORD_0010025,CUST_002291,delivered,2022-02-18 02:22:00,2022-02-18 04:22:00,2022-02-21 04:22:00,2022-02-23 02:22:00,2022-02-25 02:22:00
ORD_0010026,CUST_007892,invoiced,2023-03-01 17:16:00,2023-03-02 13:16:00,2023-03-03 13:16:00,,2023-03-08 17:16:00
ORD_0010027,CUST_008983,invoiced,2021-10-10 17:13:00,2021-10-11 15:13:00,2021-10-13 15:13:00,,2021-10-23 17:13:00
ORD_0010028,CUST_007393,delivered,2023-04-05 03:02:00,2023-04-05 09:02:00,2023-04-07 09:02:00,2023-04-21 03:02:00,2023-04-19 03:02:00
ORD_0010029,CUST_000546,cancelled,2021-08-14 10:25:00,2021-08-15 04:25:00,2021-08-17 04:25:00,,2021-09-03 10:25:00
ORD_0010030,CUST_008067,delivered,2022-06-15 23:56:00,2022-06-16 04:56:00,2022-06-17 04:56:00,2022-07-04 23:56:00,2022-06-27 23:56:00
ORD_0010031,CUST_004993,delivered,2021-02-21 18:55:00,2021-02-22 06:55:00,2021-02-25 06:55:00,2021-02-27 18:55:00,2021-03-07 18:55:00
ORD_0010032,CUST_002660,delivered,2022-05-26 10:56:00,2022-05-26 23:56:00,2022-05-27 23:56:00,2022-06-21 10:56:00,2022-06-13 10:56:00
ORD_0010033,CUST_008617,delivered,2021-07-22 20:31:00,2021-07-23 13:31:00,2021-07-24 13:31:00,2021-07-27 20:31:00,2021-08-10 20:31:00
ORD_0010034,CUST_013856,invoiced,2021-01-22 18:34:00,2021-01-23 08:34:00,2021-01-26 08:34:00,,2021-02-11 18:34:00
ORD_0010035,CUST_002876,invoiced,2021-05-08 14:16:00,2021-05-08 15:16:00,2021-05-10 15:16:00,,2021-05-20 14:16:00
ORD_0010036,CUST_013224,processing,2023-05-29 14:38:00,2023-05-29 18:38:00,2023-05-30 18:38:00,,2023-06-09 14:38:00
ORD_0010037,CUST_001513,delivered,2022-10-11 21:10:00,2022-10-12 20:10:00,2022-10-13 20:10:00,2022-10-16 21:10:00,2022-10-21 21:10:00
ORD_0010038,CUST_012293,processing,2021-02-27 03:42:00,2021-02-27 06:42:00,2021-03-01 06:42:00,,2021-03-14 03:42:00
ORD_0010039,CUST_010912,processing,2021-03-29 03:30:00,2021-03-29 22:30:00,2021-03-31 22:30:00,,2021-04-10 03:30:00
ORD_0010040,CUST_004932,delivered,2021-06-19 15:25:00,2021-06-19 16:25:00,2021-06-22 16:25:00,2021-06-22 15:25:00,2021-07-02 15:25:00
ORD_0010041,CUST_013110,delivered,2023-02-27 01:06:00,2023-02-27 15:06:00,2023-03-01 15:06:00,2023-03-03 01:06:00,2023-03-11 01:06:00
ORD_0010042,CUST_009628,invoiced,2022-04-06 20:46:00,2022-04-07 13:46:00,2022-04-08 13:46:00,,2022-04-15 20:46:00
ORD_0010043,CUST_012817,shipped,2021-10-07 22:07:00,2021-10-07 23:07:00,2021-10-09 23:07:00,,2021-10-15 22:07:00
ORD_0010044,CUST_001462,delivered,2021-06-06 22:43:00,2021-06-07 19:43:00,2021-06-08 19:43:00,2021-06-13 22:43:00,2021-06-17 22:43:00
ORD_0010045,CUST_012819,delivered,2023-05-24 22:15:00,2023-05-25 06:15:00,2023-05-28 06:15:00,2023-05-30 22:15:00,2023-06-09 22:15:00
ORD_0010046,CUST_011384,cancelled,2021-04-21 05:24:00,2021-04-21 06:24:00,2021-04-22 06:24:00,,2021-05-05 05:24:00
ORD_0010047,CUST_002110,processing,2021-12-03 09:02:00,2021-12-04 09:02:00,2021-12-05 09:02:00,,2021-12-11 09:02:00
ORD_0010048,CUST_001583,cancelled,2023-03-24 04:20:00,2023-03-25 01:20:00,2023-03-27 01:20:00,,2023-04-12 04:20:00
ORD_0010049,CUST_011399,delivered,2021-05-06 18:29:00,2021-05-07 08:29:00,2021-05-08 08:29:00,2021-05-11 18:29:00,2021-05-14 18:29:00
ORD_0010050,CUST_013529,processing,2022-03-30 04:00:00,2022-03-30 16:00:00,2022-04-02 16:00:00,,2022-04-11 04:00:00
ORD_0010051,CUST_008284,shipped,2021-05-04 23:39:00,2021-05-05 18:39:00,2021-05-07 18:39:00,,2021-05-14 23:39:00
ORD_0010052,CUST_013402,delivered,2022-02-23 06:27:00,2022-02-24 05:27:00,2022-02-25 05:27:00,2022-03-01 06:27:00,2022-03-04 06:27:00
ORD_0010053,CUST_001827,delivered,2022-07-25 12:30:00,2022-07-25 23:30:00,2022-07-26 23:30:00,2022-07-31 12:30:00,2022-08-11 12:30:00
ORD_0010054,CUST_012917,delivered,2023-01-20 17:28:00,2023-01-21 16:28:00,2023-01-23 16:28:00,2023-01-26 17:28:00,2023-02-01 17:28:00
ORD_0010055,CUST_004154,shipped,2023-04-16 15:44:00,2023-04-16 17:44:00,2023-04-17 17:44:00,,2023-05-05 15:44:00
ORD_0010056,CUST_009779,delivered,2022-05-05 12:14:00,2022-05-06 12:14:00,2022-05-08 12:14:00,2022-05-19 12:14:00,2022-05-19 12:14:00
ORD_0010057,CUST_006710,delivered,2022-11-07 09:45:00,2022-11-07 16:45:00,2022-11-08 16:45:00,2022-11-25 09:45:00,2022-11-15 09:45:00
ORD_0010058,CUST_008140,delivered,2022-01-11 00:49:00,2022-01-11 18:49:00,2022-01-12 18:49:00,2022-01-16 00:49:00,2022-01-28 00:49:00
ORD_0010059,CUST_003876,delivered,2023-04-29 01:00:00,2023-04-29 19:00:00,2023-05-01 19:00:00,2023-05-06 01:00:00,2023-05-13 01:00:00
ORD_0010060,CUST_012236,shipped,2022-02-28 19:45:00,2022-03-01 19:45:00,2022-03-04 19:45:00,,2022-03-17 19:45:00
ORD_0010061,CUST_014212,cancelled,2022-06-14 16:11:00,2022-06-15 11:11:00,2022-06-17 11:11:00,,2022-06-22 16:11:00
ORD_0010062,CUST_011802,delivered,2022-08-07 03:43:00,2022-08-07 04:43:00,2022-08-09 04:43:00,2022-09-01 03:43:00,2022-08-22 03:43:00
ORD_0010063,CUST_013503,cancelled,2021-05-08 03:02:00,2021-05-08 22:02:00,2021-05-09 22:02:00,,2021-05-15 03:02:00
ORD_0010064,CUST_008382,delivered,2022-04-27 16:50:00,2022-04-28 15:50:00,2022-04-29 15:50:00,2022-05-09 16:50:00,2022-05-05 16:50:00
ORD_0010065,CUST_008787,invoiced,2022-06-16 10:47:00,2022-06-17 02:47:00,2022-06-19 02:47:00,,2022-06-27 10:47:00
ORD_0010066,CUST_005885,invoiced,2023-01-13 06:01:00,2023-01-13 18:01:00,2023-01-16 18:01:00,,2023-02-02 06:01:00
ORD_0010067,CUST_003571,cancelled,2022-06-28 22:19:00,2022-06-29 17:19:00,2022-06-30 17:19:00,,2022-07-16 22:19:00
ORD_0010068,CUST_014196,invoiced,2021-05-03 07:35:00,2021-05-03 08:35:00,2021-05-05 08:35:00,,2021-05-20 07:35:00
ORD_0010069,CUST_009841,delivered,2021-07-06 11:58:00,2021-07-07 11:58:00,2021-07-09 11:58:00,2021-07-20 11:58:00,2021-07-21 11:58:00
ORD_0010070,CUST_003512,invoiced,2023-06-14 14:33:00,2023-06-14 19:33:00,2023-06-17 19:33:00,,2023-06-23 14:33:00
ORD_0010071,CUST_010294,delivered,2021-11-30 16:36:00,2021-12-01 02:36:00,2021-12-04 02:36:00,2021-12-14 16:36:00,2021-12-07 16:36:00
ORD_0010072,CUST_005906,delivered,2022-02-21 11:05:00,2022-02-22 10:05:00,2022-02-25 10:05:00,2022-02-28 11:05:00,2022-03-02 11:05:00
ORD_0010073,CUST_012551,invoiced,2021-08-10 02:21:00,2021-08-10 23:21:00,2021-08-11 23:21:00,,2021-08-20 02:21:00
ORD_0010074,CUST_007087,delivered,2021-08-27 18:44:00,2021-08-27 20:44:00,2021-08-29 20:44:00,2021-09-04 18:44:00,2021-09-09 18:44:00
ORD_0010075,CUST_004884,invoiced,2023-05-28 15:35:00,2023-05-29 03:35:00,2023-05-31 03:35:00,,2023-06-10 15:35:00
ORD_0010076,CUST_006766,delivered,2021-01-12 06:59:00,2021-01-12 14:59:00,2021-01-14 14:59:00,2021-01-22 06:59:00,2021-02-01 06:59:00
ORD_0010077,CUST_008802,invoiced,2022-01-24 06:37:00,2022-01-24 17:37:00,2022-01-27 17:37:00,,2022-02-09 06:37:00
ORD_0010078,CUST_000666,delivered,2021-11-10 07:11:00,2021-11-10 21:11:00,2021-11-13 21:11:00,2021-11-22 07:11:00,2021-11-26 07:11:00
ORD_0010079,CUST_003408,delivered,2022-06-28 21:18:00,2022-06-29 08:18:00,2022-07-02 08:18:00,2022-07-08 21:18:00,2022-07-15 21:18:00
ORD_0010080,CUST_000534,cancelled,2022-04-13 09:42:00,2022-04-14 05:42:00,2022-04-15 05:42:00,,2022-04-22 09:42:00
ORD_0010081,CUST_011703,delivered,2022-11-06 04:05:00,2022-11-06 23:05:00,2022-11-07 23:05:00,2022-11-15 04:05:00,2022-11-17 04:05:00
ORD_0010082,CUST_007259,invoiced,2022-10-24 17:49:00,2022-10-25 04:49:00,2022-10-28 04:49:00,,2022-11-11 17:49:00
ORD_0010083,CUST_008940,delivered,2021-09-28 23:45:00,2021-09-29 04:45:00,2021-09-30 04:45:00,2021-10-11 23:45:00,2021-10-05 23:45:00
ORD_0010084,CUST_006127,delivered,2021-09-27 08:56:00,2021-09-27 21:56:00,2021-09-30 21:56:00,2021-10-20 08:56:00,2021-10-15 08:56:00
ORD_0010085,CUST_007749,shipped,2023-04-29 14:56:00,2023-04-30 11:56:00,2023-05-02 11:56:00,,2023-05-12 14:56:00
ORD_0010086,CUST_007817,cancelled,2021-06-15 18:04:00,2021-06-16 06:04:00,2021-06-18 06:04:00,,2021-06-30 18:04:00
ORD_0010087,CUST_007390,delivered,2021-05-18 23:33:00,2021-05-19 09:33:00,2021-05-22 09:33:00,2021-06-01 23:33:00,2021-05-31 23:33:00
ORD_0010088,CUST_009191,processing,2021-12-28 23:48:00,2021-12-29 14:48:00,2022-01-01 14:48:00,,2022-01-16 23:48:00
ORD_0010089,CUST_002203,cancelled,2021-10-07 15:44:00,2021-10-07 16:44:00,2021-10-10 16:44:00,,2021-10-22 15:44:00
ORD_0010090,CUST_000837,delivered,2023-04-21 08:24:00,2023-04-21 12:24:00,2023-04-23 12:24:00,2023-04-24 08:24:00,2023-05-03 08:24:00
ORD_0010091,CUST_002805,delivered,2022-10-10 17:13:00,2022-10-10 20:13:00,2022-10-13 20:13:00,2022-10-20 17:13:00,2022-10-28 17:13:00
ORD_0010092,CUST_011540,delivered,2021-07-10 07:57:00,2021-07-11 06:57:00,2021-07-13 06:57:00,2021-07-23 07:57:00,2021-07-22 07:57:00
ORD_0010093,CUST_007118,delivered,2021-04-26 07:18:00,2021-04-26 23:18:00,2021-04-28 23:18:00,2021-05-09 07:18:00,2021-05-15 07:18:00
ORD_0010094,CUST_007864,shipped,2023-05-29 18:40:00,2023-05-29 21:40:00,2023-05-31 21:40:00,,2023-06-05 18:40:00
ORD_0010095,CUST_007391,processing,2023-05-12 01:38:00,2023-05-12 08:38:00,2023-05-15 08:38:00,,2023-06-01 01:38:00
ORD_0010096,CUST_009312,invoiced,2022-03-01 08:00:00,2022-03-02 01:00:00,2022-03-03 01:00:00,,2022-03-18 08:00:00
ORD_0010097,CUST_010449,processing,2022-08-31 07:25:00,2022-08-31 22:25:00,2022-09-01 22:25:00,,2022-09-10 07:25:00
ORD_0010098,CUST_004571,cancelled,2021-11-15 01:39:00,2021-11-15 03:39:00,2021-11-16 03:39:00,,2021-11-28 01:39:00
ORD_0010099,CUST_009769,invoiced,2022-12-02 02:57:00,2022-12-02 08:57:00,2022-12-03 08:57:00,,2022-12-17 02:57:00
ORD_0010100,CUST_001172,processing,2022-01-26 22:36:00,2022-01-27 20:36:00,2022-01-30 20:36:00,,2022-02-08 22:36:00
ORD_0010101,CUST_003195,delivered,2021-12-20 19:55:00,2021-12-20 20:55:00,2021-12-22 20:55:00,2021-12-25 19:55:00,2022-01-09 19:55:00
ORD_0010102,CUST_001898,delivered,2023-03-18 05:50:00,2023-03-18 23:50:00,2023-03-19 23:50:00,2023-04-01 05:50:00,2023-04-02 05:50:00
ORD_0010103,CUST_008541,delivered,2022-02-16 13:51:00,2022-02-17 09:51:00,2022-02-19 09:51:00,2022-03-01 13:51:00,2022-03-05 13:51:00
ORD_0010104,CUST_004952,delivered,2022-02-19 00:59:00,2022-02-19 20:59:00,2022-02-22 20:59:00,2022-02-25 00:59:00,2022-03-01 00:59:00
ORD_0010105,CUST_004095,delivered,2022-08-09 14:45:00,2022-08-10 05:45:00,2022-08-13 05:45:00,2022-08-23 14:45:00,2022-08-16 14:45:00
ORD_0010106,CUST_004617,invoiced,2021-09-16 21:50:00,2021-09-16 23:50:00,2021-09-19 23:50:00,,2021-09-23 21:50:00
ORD_0010107,CUST_013714,processing,2023-03-24 05:39:00,2023-03-24 07:39:00,2023-03-25 07:39:00,,2023-03-31 05:39:00
ORD_0010108,CUST_000717,delivered,2021-09-11 08:48:00,2021-09-11 18:48:00,2021-09-12 18:48:00,2021-09-17 08:48:00,2021-09-21 08:48:00
ORD_0010109,CUST_003379,delivered,2021-11-26 23:24:00,2021-11-27 03:24:00,2021-11-30 03:24:00,2021-12-01 23:24:00,2021-12-14 23:24:00
ORD_0010110,CUST_006346,delivered,2021-03-09 01:50:00,2021-03-09 23:50:00,2021-03-12 23:50:00,2021-03-22 01:50:00,2021-03-16 01:50:00
ORD_0010111,CUST_012268,delivered,2022-09-10 02:38:00,2022-09-10 16:38:00,2022-09-12 16:38:00,2022-09-16 02:38:00,2022-09-26 02:38:00
ORD_0010112,CUST_014628,delivered,2022-01-25 09:03:00,2022-01-25 15:03:00,2022-01-26 15:03:00,2022-02-04 09:03:00,2022-02-09 09:03:00
ORD_0010113,CUST_013244,delivered,2022-09-20 02:02:00,2022-09-20 23:02:00,2022-09-21 23:02:00,2022-09-26 02:02:00,2022-10-03 02:02:00
ORD_0010114,CUST_005341,processing,2023-05-20 02:08:00,2023-05-20 18:08:00,2023-05-23 18:08:00,,2023-06-09 02:08:00
ORD_0010115,CUST_008324,delivered,2022-10-17 07:25:00,2022-10-17 17:25:00,2022-10-20 17:25:00,2022-10-24 07:25:00,2022-11-03 07:25:00
ORD_0010116,CUST_007715,delivered,2022-01-09 12:07:00,2022-01-10 06:07:00,2022-01-12 06:07:00,2022-01-13 12:07:00,2022-01-20 12:07:00
ORD_0010117,CUST_004240,delivered,2023-06-03 12:56:00,2023-06-04 02:56:00,2023-06-06 02:56:00,2023-06-11 12:56:00,2023-06-13 12:56:00
ORD_0010118,CUST_009756,delivered,2021-06-27 00:49:00,2021-06-27 04:49:00,2021-06-29 04:49:00,2021-07-08 00:49:00,2021-07-17 00:49:00
ORD_0010119,CUST_009556,shipped,2022-09-15 04:05:00,2022-09-15 18:05:00,2022-09-16 18:05:00,,2022-09-23 04:05:00
ORD_0010120,CUST_002749,delivered,2021-05-07 18:50:00,2021-05-08 13:50:00,2021-05-09 13:50:00,2021-05-14 18:50:00,2021-05-27 18:50:00
ORD_0010121,CUST_000038,delivered,2023-06-01 21:55:00,2023-06-02 01:55:00,2023-06-04 01:55:00,2023-06-05 21:55:00,2023-06-11 21:55:00
ORD_0010122,CUST_013248,delivered,2022-06-27 08:40:00,2022-06-27 14:40:00,2022-06-28 14:40:00,2022-07-01 08:40:00,2022-07-15 08:40:00
ORD_0010123,CUST_005756,delivered,2023-05-12 21:10:00,2023-05-13 00:10:00,2023-05-15 00:10:00,2023-05-18 21:10:00,2023-05-27 21:10:00
ORD_0010124,CUST_007362,processing,2021-10-25 09:52:00,2021-10-25 14:52:00,2021-10-27 14:52:00,,2021-11-10 09:52:00
