product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD_000553,fashion,55,457,6,10564,83,26,15
PROD_000554,food,65,321,4,9386,57,50,61
PROD_000555,electronics,27,572,1,6357,87,29,22
PROD_000556,electronics,24,571,3,20277,96,6,15
PROD_000557,health,26,548,6,1255,59,34,44
PROD_000558,automotive,22,600,5,14271,99,43,32
PROD_000559,food,40,421,6,3306,60,50,29
PROD_000560,fashion,67,917,3,19049,40,47,80
PROD_000561,health,70,699,4,14687,61,48,41
PROD_000562,toys,32,909,4,16051,40,28,55
PROD_000563,office,53,708,4,1590,72,8,68
PROD_000564,home_appliances,28,646,5,7125,44,10,37
PROD_000565,sports,42,939,1,24783,34,44,10
PROD_000566,fashion,37,294,1,19878,69,24,31
PROD_000567,furniture,60,417,5,7528,65,30,38
PROD_000568,toys,50,829,6,18704,62,33,18
PROD_000569,office,37,632,1,6523,100,47,11
PROD_000570,garden,23,567,6,23722,39,28,65
PROD_000571,music,43,674,2,12874,13,37,32
PROD_000572,music,41,285,6,13701,40,35,43
PROD_000573,office,69,919,1,4736,74,38,59
PROD_000574,books,57,206,1,26650,26,48,26
PROD_000575,sports,70,921,2,2575,43,45,31
PROD_000576,toys,30,924,4,2806,23,42,72
PROD_000577,health,61,659,5,26511,28,26,49
PROD_000578,books,68,876,3,14894,43,45,44
PROD_000579,books,43,816,2,6026,57,48,50
PROD_000580,beauty,38,178,1,17164,22,49,78
PROD_000581,garden,68,812,3,2896,37,29,67
PROD_000582,sports,52,118,6,11179,28,8,36
PROD_000583,food,61,758,5,3385,98,42,37
PROD_000584,furniture,66,539,5,9960,22,39,45
PROD_000585,music,51,182,3,12617,95,13,31
PROD_000586,electronics,24,367,6,17212,41,17,41
PROD_000587,toys,37,161,1,3746,33,33,31
PROD_000588,food,33,498,1,6509,10,37,71
PROD_000589,computers,69,504,3,15458,71,7,11
PROD_000590,books,62,780,4,14370,23,39,40
PROD_000591,health,49,486,2,24363,87,28,10
PROD_000592,furniture,46,769,4,22678,18,45,63
PROD_000593,home_appliances,26,610,2,1469,46,39,77
PROD_000594,music,53,504,5,1716,94,24,23
PROD_000595,food,44,933,5,7386,15,19,30
PROD_000596,books,39,770,3,26178,61,21,64
PROD_000597,furniture,39,211,5,20182,20,30,14
PROD_000598,toys,65,801,2,20063,97,6,59
PROD_000599,health,36,915,5,1187,82,50,72
PROD_000600,garden,20,334,3,4382,53,47,24
PROD_000601,office,58,561,6,1839,25,40,18
PROD_000602,office,43,672,5,3371,34,30,79
PROD_000603,home_appliances,57,500,4,453,69,22,32
PROD_000604,fashion,41,352,1,19707,41,45,60
PROD_000605,office,28,899,3,5731,61,5,27
PROD_000606,home_appliances,27,533,5,24183,13,40,75
PROD_000607,furniture,43,911,3,16955,11,14,39
PROD_000608,sports,69,476,5,7662,74,24,34
PROD_000609,garden,59,754,1,239,62,28,67
PROD_000610,sports,40,971,1,15829,49,26,42
PROD_000611,books,56,322,6,23234,54,12,13
PROD_000612,computers,30,852,1,10069,16,10,29
PROD_000613,computers,54,350,2,2943,83,26,57
PROD_000614,food,60,696,6,15900,82,42,11
PROD_000615,computers,34,447,5,14969,22,36,73
PROD_000616,fashion,51,816,1,6399,14,27,62
PROD_000617,food,48,158,5,10043,19,13,42
PROD_000618,computers,64,491,1,10912,21,30,42
PROD_000619,food,34,879,6,20783,81,42,51
PROD_000620,sports,35,558,4,18404,43,12,68
PROD_000621,health,45,568,4,28466,95,32,17
PROD_000622,electronics,44,386,2,10263,51,46,68
PROD_000623,garden,60,784,2,27715,20,45,70
PROD_000624,health,35,145,2,7498,32,21,63
PROD_000625,office,66,842,4,11022,73,21,53
PROD_000626,fashion,69,100,3,17887,45,39,15
PROD_000627,automotive,39,817,4,23868,37,12,79
PROD_000628,fashion,42,496,1,28164,53,23,30
PROD_000629,furniture,23,565,5,25641,84,28,48
PROD_000630,health,50,523,1,3546,23,8,71
PROD_000631,automotive,50,501,3,28972,67,28,47
PROD_000632,garden,67,459,4,11287,69,14,75
PROD_000633,automotive,70,566,2,5553,59,48,36
PROD_000634,beauty,52,445,3,22392,13,18,11
PROD_000635,automotive,52,364,6,12559,77,27,63
PROD_000636,electronics,47,488,6,19437,86,16,62
PROD_000637,fashion,33,631,2,13527,80,35,14
PROD_000638,automotive,69,982,4,29039,66,34,66
PROD_000639,automotive,43,579,1,24901,93,18,62
PROD_000640,home_appliances,44,328,4,15449,85,16,66
PROD_000641,fashion,62,904,1,1907,66,20,55
PROD_000642,fashion,28,667,5,13844,32,16,14
PROD_000643,books,54,768,2,9518,35,15,39
PROD_000644,sports,63,894,2,1800,28,18,39
PROD_000645,beauty,37,488,1,25904,61,50,13
PROD_000646,music,44,679,3,23290,39,48,10
PROD_000647,books,59,452,6,4376,34,26,66
PROD_000648,food,45,430,2,19721,49,10,27
PROD_000649,food,41,348,4,23542,16,7,58
PROD_000650,music,36,359,5,29125,81,26,46
PROD_000651,food,50,898,3,8141,23,12,76
PROD_000652,health,20,362,2,11965,54,24,28
PROD_000653,food,20,431,2,14651,62,24,26
PROD_000654,toys,41,919,1,15817,81,32,80
PROD_000655,food,60,557,5,13105,13,48,33
PROD_000656,electronics,34,839,5,4361,31,12,41
PROD_000657,computers,24,592,1,29655,21,44,51
PROD_000658,food,45,524,2,19494,83,47,26
PROD_000659,food,50,679,5,25552,71,15,76
PROD_000660,furniture,32,946,6,2599,42,15,49
PROD_000661,automotive,43,916,4,5791,83,12,70
PROD_000662,computers,62,691,4,10248,48,12,64
PROD_000663,electronics,35,299,2,17857,81,37,10
PROD_000664,furniture,20,119,3,2674,99,7,32
PROD_000665,food,51,419,3,22538,20,14,12
PROD_000666,home_appliances,63,263,6,23146,93,5,20
PROD_000667,office,51,469,3,12111,44,9,60
PROD_000668,beauty,53,610,5,4605,94,49,18
PROD_000669,electronics,37,515,4,4412,69,25,12
PROD_000670,health,26,464,2,13395,97,48,67
PROD_000671,beauty,37,274,1,7630,60,8,71
PROD_000672,food,69,449,3,24182,79,17,35
PROD_000673,electronics,56,481,5,16268,28,20,37
PROD_000674,books,54,824,6,442,64,8,21
PROD_000675,music,36,443,4,19577,29,19,27
PROD_000676,books,51,177,3,24398,94,39,53
PROD_000677,food,65,202,5,20883,68,5,22
PROD_000678,toys,22,839,1,18630,65,36,71
PROD_000679,garden,28,128,5,4331,54,9,26
PROD_000680,electronics,27,968,5,5170,80,27,26
PROD_000681,sports,34,821,2,18617,67,5,44
PROD_000682,automotive,61,971,2,24805,71,42,53
PROD_000683,food,30,707,1,11361,78,45,57
PROD_000684,computers,40,930,1,2633,64,18,66
PROD_000685,fashion,38,715,2,735,69,26,68
PROD_000686,beauty,64,979,1,26042,49,16,48
PROD_000687,food,49,946,2,19197,62,15,59
PROD_000688,home_appliances,42,715,1,17045,79,20,18
PROD_000689,home_appliances,39,768,5,26043,70,33,40
PROD_000690,health,61,544,6,25967,69,35,31
PROD_000691,computers,68,364,3,6367,91,24,35
PROD_000692,garden,41,980,3,20502,69,38,73
PROD_000693,home_appliances,58,987,4,11958,70,12,53
PROD_000694,computers,45,870,6,27998,49,19,76
PROD_000695,music,63,763,1,27458,30,44,16
PROD_000696,health,34,376,5,21309,12,46,47
PROD_000697,home_appliances,38,582,5,28416,63,8,13
PROD_000698,office,23,681,3,410,86,9,63
PROD_000699,office,42,594,2,15759,63,13,46
PROD_000700,computers,30,515,4,22858,98,13,26
PROD_000701,toys,36,708,2,1183,38,31,39
PROD_000702,electronics,58,878,1,23621,44,45,17
PROD_000703,computers,26,795,3,4959,69,20,23
PROD_000704,office,27,870,4,6140,33,30,49
PROD_000705,computers,24,364,4,28486,52,31,11
PROD_000706,computers,20,749,1,17195,44,13,38
PROD_000707,sports,41,725,5,24248,44,33,49
PROD_000708,home_appliances,30,689,5,20985,41,46,51
PROD_000709,automotive,46,800,4,29971,98,35,71
PROD_000710,health,25,461,2,28380,86,6,31
PROD_000711,home_appliances,47,887,2,24405,48,34,40
PROD_000712,books,40,110,1,23683,35,14,12
PROD_000713,automotive,22,820,6,1921,65,24,68
PROD_000714,books,24,985,6,10315,48,14,67
PROD_000715,food,51,355,6,23223,51,25,43
PROD_000716,garden,23,831,3,5868,92,20,25
PROD_000717,books,59,604,5,4805,100,8,65
PROD_000718,furniture,43,930,3,18807,38,44,35
PROD_000719,beauty,34,800,5,13215,85,6,45
PROD_000720,toys,33,857,6,19431,33,49,54
PROD_000721,home_appliances,52,580,5,22838,38,26,68
PROD_000722,sports,35,947,5,3331,38,20,12
PROD_000723,computers,50,338,3,11253,41,45,36
PROD_000724,electronics,31,335,4,10265,22,16,29
PROD_000725,beauty,68,587,3,809,91,41,78
PROD_000726,toys,32,831,4,5253,17,20,39
PROD_000727,toys,22,431,1,13199,16,13,41
PROD_000728,music,28,434,1,26932,13,36,21
PROD_000729,toys,42,432,5,28254,73,8,44
PROD_000730,garden,64,153,3,5076,29,46,48
PROD_000731,toys,45,412,1,2678,85,44,30
PROD_000732,toys,43,976,1,4412,51,19,75
PROD_000733,health,22,597,5,2569,85,10,41
PROD_000734,music,66,453,1,11545,38,49,49
PROD_000735,automotive,36,880,1,20300,70,12,52
PROD_000736,office,51,978,3,11829,73,12,60
PROD_000737,books,34,277,5,20802,93,13,45
PROD_000738,books,35,117,4,4042,62,13,19
PROD_000739,garden,62,993,5,21632,56,50,65
PROD_000740,sports,40,234,1,28739,10,34,65
PROD_000741,fashion,40,142,3,5141,17,25,59
PROD_000742,food,42,783,6,13863,86,33,68
PROD_000743,computers,24,413,2,22573,37,49,64
PROD_000744,electronics,52,143,6,25182,85,7,23
PROD_000745,electronics,25,391,4,24110,22,8,37
PROD_000746,automotive,29,597,5,17285,74,40,22
PROD_000747,food,58,312,1,9309,60,47,24
PROD_000748,books,35,668,5,3831,62,37,70
PROD_000749,office,54,851,3,3003,77,48,55
PROD_000750,computers,46,710,1,11585,90,7,58
PROD_000751,toys,45,876,5,17673,30,29,71
PROD_000752,home_appliances,53,135,1,15801,29,50,72
PROD_000753,home_appliances,20,841,6,18252,24,48,47
PROD_000754,furniture,29,747,2,15111,36,27,63
PROD_000755,beauty,21,577,5,7416,13,39,38
PROD_000756,electronics,69,509,5,14630,76,43,57
PROD_000757,fashion,61,361,3,9407,87,40,36
PROD_000758,books,49,181,3,12798,71,21,14
PROD_000759,books,44,639,5,23798,63,33,57
PROD_000760,fashion,55,445,4,29368,22,10,64
PROD_000761,beauty,42,541,1,11604,95,43,56
PROD_000762,music,45,312,3,8257,21,37,16
PROD_000763,computers,60,771,4,6965,85,14,12
PROD_000764,office,22,237,3,17442,54,32,52
PROD_000765,health,70,319,2,25348,70,50,71
PROD_000766,furniture,70,347,1,22284,35,11,58
PROD_000767,furniture,64,670,4,3647,85,15,63
PROD_000768,fashion,43,389,5,15844,96,14,11
PROD_000769,music,26,247,3,21883,17,13,57
PROD_000770,music,38,445,3,879,94,8,53
PROD_000771,beauty,57,132,5,24491,14,47,80
PROD_000772,music,33,681,4,13255,90,34,40
PROD_000773,food,52,589,2,10253,58,11,60
PROD_000774,sports,20,307,3,8250,77,19,17
PROD_000775,electronics,21,694,1,9637,38,25,30
PROD_000776,automotive,39,733,2,681,72,49,45
PROD_000777,fashion,48,681,5,21196,62,25,44
PROD_000778,books,68,496,2,16876,89,36,34
PROD_000779,toys,26,634,5,26263,58,15,28
PROD_000780,toys,29,563,3,20804,61,8,10
PROD_000781,home_appliances,28,355,1,4348,38,23,14
PROD_000782,toys,44,861,4,14898,23,16,56
PROD_000783,fashion,62,477,5,18576,15,21,23
PROD_000784,computers,53,971,6,5539,74,5,53
PROD_000785,fashion,46,512,4,1523,100,39,24
PROD_000786,music,31,322,5,4264,72,38,80
PROD_000787,beauty,69,382,4,20903,88,7,58
PROD_000788,health,32,526,1,10794,27,35,60
PROD_000789,automotive,40,949,5,26652,46,24,48
PROD_000790,home_appliances,20,248,2,26289,43,49,29
PROD_000791,beauty,54,657,4,6371,19,20,69
PROD_000792,sports,49,178,3,12125,15,19,19
PROD_000793,music,27,645,1,22888,29,29,58
PROD_000794,garden,57,931,1,8736,25,43,41
PROD_000795,garden,56,518,1,12657,20,6,43
PROD_000796,furniture,70,906,1,28718,74,41,25
PROD_000797,music,26,934,5,26453,88,13,50
PROD_000798,music,44,773,6,19736,28,24,72
PROD_000799,books,55,665,6,25562,37,23,18
PROD_000800,electronics,34,368,1,9304,21,17,18
PROD_000801,food,26,213,5,20858,23,24,11
PROD_000802,toys,25,814,6,7684,30,25,24
PROD_000803,furniture,57,784,1,10248,49,33,14
PROD_000804,food,43,524,1,18860,45,8,59
PROD_000805,furniture,26,403,6,26888,74,34,77
PROD_000806,sports,24,122,2,3526,43,27,59
PROD_000807,beauty,40,585,2,25153,29,34,51
PROD_000808,garden,50,714,3,26005,16,34,44
PROD_000809,electronics,34,319,4,8800,43,44,77
PROD_000810,furniture,20,718,2,8191,87,11,39
PROD_000811,books,67,729,3,3015,33,45,61
PROD_000812,beauty,24,104,4,654,38,15,64
PROD_000813,health,48,459,2,2241,99,46,15
PROD_000814,toys,51,506,2,2970,97,7,20
PROD_000815,electronics,54,717,4,21202,52,23,62
PROD_000816,health,26,269,3,7500,60,7,59
PROD_000817,computers,38,121,1,9304,66,23,76
PROD_000818,books,49,713,3,28831,81,29,76
PROD_000819,automotive,37,620,3,17033,18,34,11
PROD_000820,computers,61,352,4,26580,23,6,16
PROD_000821,computers,49,917,4,228,19,33,72
PROD_000822,health,34,769,4,10362,83,24,35
PROD_000823,health,32,935,1,14653,77,11,24
PROD_000824,computers,24,552,1,18900,100,32,16
PROD_000825,electronics,37,730,1,5677,21,22,46
PROD_000826,beauty,25,929,3,11050,85,32,67
PROD_000827,beauty,34,337,2,21909,94,38,48
PROD_000828,garden,56,847,4,23081,53,28,30
PROD_000829,sports,56,211,4,25533,97,6,37
PROD_000830,office,34,468,2,29816,10,8,49
PROD_000831,automotive,64,916,5,19223,33,29,61
PROD_000832,toys,33,836,4,23615,24,44,71
PROD_000833,garden,49,341,1,14990,37,41,48
PROD_000834,health,47,811,2,9047,74,36,29
PROD_000835,computers,32,911,6,26700,81,27,77
PROD_000836,books,41,777,2,27480,89,14,71
PROD_000837,garden,44,666,4,21850,21,21,20
PROD_000838,computers,35,380,5,6678,25,35,59
PROD_000839,furniture,22,540,1,12069,56,40,22
PROD_000840,furniture,34,944,3,15255,87,13,25
PROD_000841,computers,65,224,4,4564,53,6,60
PROD_000842,office,57,670,5,6259,57,21,60
PROD_000843,beauty,45,313,5,17634,98,43,67
PROD_000844,electronics,26,403,6,20691,92,25,56
PROD_000845,furniture,20,967,2,19737,40,21,26
PROD_000846,furniture,64,960,1,23833,79,30,60
PROD_000847,office,57,254,3,10656,26,43,17
PROD_000848,toys,21,736,2,12860,16,5,16
PROD_000849,garden,25,902,1,21963,17,10,51
PROD_000850,books,24,525,1,27824,84,34,34
PROD_000851,food,36,906,3,25374,89,45,75
PROD_000852,fashion,28,189,2,139,16,48,75
PROD_000853,home_appliances,61,882,2,17495,48,47,58
PROD_000854,music,56,739,1,25140,97,48,61
PROD_000855,furniture,28,301,6,7245,19,8,43
PROD_000856,garden,36,641,1,16280,96,34,41
PROD_000857,garden,46,976,3,10487,63,9,27
PROD_000858,home_appliances,24,890,5,18022,27,13,12
PROD_000859,books,33,868,1,17344,60,23,25
PROD_000860,furniture,44,164,6,20733,90,50,38
PROD_000861,music,21,259,2,13648,43,12,65
PROD_000862,automotive,35,533,5,6302,50,45,18
PROD_000863,books,49,544,3,589,41,14,38
PROD_000864,health,56,782,1,23464,83,19,32
PROD_000865,toys,28,907,5,4988,91,30,68
PROD_000866,computers,26,279,4,29200,87,20,69
PROD_000867,automotive,36,719,5,18701,51,15,33
PROD_000868,toys,31,729,4,25056,42,21,48
PROD_000869,garden,53,385,2,26361,90,32,79
PROD_000870,books,52,215,1,2537,49,19,38
PROD_000871,electronics,47,363,1,19924,100,38,13
PROD_000872,toys,55,611,4,2890,52,25,54
PROD_000873,automotive,63,775,6,1928,91,29,31
PROD_000874,health,50,643,4,20080,16,15,55
PROD_000875,automotive,26,804,2,618,44,29,40
PROD_000876,furniture,30,219,4,5951,60,30,12
PROD_000877,sports,29,294,3,16769,48,9,78
PROD_000878,health,20,279,5,10568,54,47,72
PROD_000879,furniture,69,332,6,15021,83,17,55
PROD_000880,furniture,57,423,3,2310,82,46,28
PROD_000881,beauty,66,562,3,22453,20,9,18
PROD_000882,furniture,63,321,4,15043,11,18,77
PROD_000883,books,29,463,4,21495,69,32,23
PROD_000884,fashion,30,473,5,9657,30,18,36
PROD_000885,electronics,70,114,5,1507,56,30,41
PROD_000886,electronics,67,620,6,4889,83,15,42
PROD_000887,garden,55,242,5,15380,38,15,24
PROD_000888,electronics,50,799,6,17195,77,17,20
PROD_000889,home_appliances,60,551,2,23570,64,27,47
PROD_000890,food,42,252,2,187,70,13,10
PROD_000891,fashion,59,559,1,18135,47,13,79
PROD_000892,furniture,36,949,6,2372,65,48,30
PROD_000893,furniture,59,814,4,25070,36,45,60
PROD_000894,toys,24,260,5,24065,51,27,52
PROD_000895,fashion,63,826,1,700,56,10,14
PROD_000896,food,27,733,3,22665,78,21,26
PROD_000897,home_appliances,47,998,2,6915,98,8,11
PROD_000898,sports,46,110,4,4511,26,20,51
PROD_000899,electronics,29,863,6,17432,39,5,34
PROD_000900,garden,37,799,2,28842,91,22,35
PROD_000901,furniture,41,926,2,18919,24,32,28
PROD_000902,music,55,130,5,3765,63,50,60
PROD_000903,sports,27,532,4,20161,59,40,70
PROD_000904,office,63,412,1,8250,36,5,42
PROD_000905,toys,37,358,1,718,59,11,65
PROD_000906,books,36,694,4,240,13,48,79
PROD_000907,beauty,38,907,6,10955,80,6,22
PROD_000908,toys,66,771,1,16149,62,24,28
PROD_000909,automotive,46,950,6,5669,76,5,26
PROD_000910,beauty,26,221,3,298,50,6,62
PROD_000911,automotive,56,822,4,3334,34,12,52
PROD_000912,music,30,825,3,12305,30,49,41
PROD_000913,office,30,236,6,26091,80,8,51
PROD_000914,food,55,297,4,21331,66,45,48
PROD_000915,sports,42,377,6,1976,99,50,49
PROD_000916,furniture,45,278,3,24549,96,17,56
PROD_000917,electronics,69,209,1,3894,52,15,51
PROD_000918,toys,52,802,4,27455,33,34,67
PROD_000919,office,54,665,5,5905,61,7,38
PROD_000920,fashion,48,382,5,19353,12,20,12
PROD_000921,beauty,42,921,5,29292,74,5,70
PROD_000922,fashion,54,542,1,26290,49,13,32
PROD_000923,automotive,34,476,6,10863,98,23,56
PROD_000924,automotive,31,146,3,24232,55,41,62
PROD_000925,furniture,40,555,4,19747,87,10,23
PROD_000926,garden,32,904,4,19512,80,19,12
PROD_000927,office,39,876,3,15426,62,14,66
PROD_000928,music,36,432,6,3510,21,29,10
PROD_000929,food,56,969,3,17486,83,34,14
PROD_000930,health,68,211,3,21703,31,16,24
PROD_000931,health,33,306,4,23342,76,43,58
PROD_000932,electronics,20,626,2,9022,68,32,19
PROD_000933,home_appliances,62,619,6,19032,76,42,39
PROD_000934,electronics,63,607,3,12893,23,12,41
PROD_000935,office,56,718,6,15801,83,43,26
PROD_000936,furniture,26,748,3,22904,60,8,38
PROD_000937,sports,53,793,4,24615,79,38,55
PROD_000938,computers,29,625,3,24147,92,40,75
PROD_000939,books,52,767,1,17994,43,20,69
PROD_000940,books,64,348,1,23423,82,5,10
PROD_000941,furniture,35,608,5,9424,88,42,48
PROD_000942,health,37,420,4,22513,92,47,42
PROD_000943,music,39,383,1,27952,15,33,61
PROD_000944,automotive,30,861,4,4538,59,45,53
PROD_000945,beauty,61,337,3,25285,67,27,23
PROD_000946,office,45,131,6,8590,41,26,75
PROD_000947,sports,59,628,3,20634,91,50,16
PROD_000948,furniture,58,820,5,14163,56,37,50
PROD_000949,furniture,52,874,2,22117,73,26,63
PROD_000950,garden,55,173,4,15728,77,24,37
PROD_000951,beauty,63,139,4,27658,98,18,17
PROD_000952,furniture,61,786,1,26523,97,34,69
PROD_000953,books,26,802,6,28276,34,25,13
PROD_000954,garden,60,102,4,16741,78,18,59
PROD_000955,automotive,30,252,2,6567,74,25,46
PROD_000956,electronics,35,293,4,19159,85,43,53
PROD_000957,home_appliances,55,441,6,25194,15,16,38
PROD_000958,fashion,68,241,6,26352,60,25,35
PROD_000959,home_appliances,49,343,3,22852,95,50,52
PROD_000960,health,27,391,5,14861,29,21,16
PROD_000961,sports,28,231,2,8876,71,36,19
PROD_000962,beauty,47,911,5,10904,14,42,41
PROD_000963,office,42,421,3,11394,98,33,15
PROD_000964,computers,29,137,1,13570,24,35,42
PROD_000965,fashion,32,528,3,8798,56,41,45
PROD_000966,health,50,918,4,3742,30,11,80
PROD_000967,automotive,35,778,5,3155,91,14,71
PROD_000968,garden,66,873,1,27714,63,25,13
PROD_000969,furniture,67,514,1,29791,29,15,29
PROD_000970,computers,54,764,2,21602,100,45,13
PROD_000971,toys,44,403,3,13837,81,49,55
PROD_000972,sports,62,104,3,12256,57,25,53
PROD_000973,automotive,41,152,2,13465,37,50,52
PROD_000974,books,20,611,4,16067,78,43,49
PROD_000975,computers,70,321,2,21273,27,36,62
PROD_000976,music,32,690,6,19780,17,21,62
PROD_000977,electronics,21,632,2,22850,41,30,58
PROD_000978,office,62,939,2,13996,82,6,33
PROD_000979,garden,31,253,1,18588,66,28,53
PROD_000980,garden,21,510,1,15104,87,7,65
PROD_000981,garden,49,124,6,2299,53,48,23
PROD_000982,home_appliances,22,157,2,19237,36,21,49
PROD_000983,automotive,22,568,4,19732,70,15,24
PROD_000984,books,31,845,1,18162,93,17,40
PROD_000985,health,63,937,2,19373,91,9,30
PROD_000986,automotive,44,901,6,20068,28,12,10
PROD_000987,music,41,329,1,15841,20,15,32
PROD_000988,computers,46,143,1,29516,81,13,28
PROD_000989,food,34,768,4,14664,45,16,68
PROD_000990,health,23,423,3,20430,81,25,72
PROD_000991,office,54,648,4,25963,31,40,28
PROD_000992,electronics,45,298,2,5302,98,47,76
PROD_000993,music,64,865,6,945,20,15,63
PROD_000994,automotive,55,154,3,8576,63,50,63
PROD_000995,toys,52,693,3,4600,44,36,62
PROD_000996,electronics,56,526,6,27032,12,46,64
PROD_000997,computers,36,550,2,22866,90,21,53
PROD_000998,home_appliances,43,572,2,14945,80,34,42
PROD_000999,furniture,51,660,5,8648,11,33,10
PROD_001000,health,64,815,5,9032,63,25,71
PROD_001001,furniture,49,894,1,14320,21,14,75
PROD_001002,food,58,564,2,17983,49,14,61
PROD_001003,food,23,914,5,4567,75,14,61
PROD_001004,garden,66,172,6,21199,58,21,25
PROD_001005,furniture,21,101,3,6518,73,9,76
PROD_001006,books,22,442,4,23975,60,39,75
PROD_001007,electronics,70,306,1,22709,92,30,58
PROD_001008,beauty,50,990,5,27563,57,45,18
PROD_001009,home_appliances,49,696,5,6355,25,16,43
PROD_001010,home_appliances,55,801,3,7906,57,48,44
PROD_001011,fashion,45,910,1,2876,83,43,20
PROD_001012,automotive,55,797,3,18324,12,38,66
PROD_001013,electronics,64,221,4,138,98,37,61
PROD_001014,furniture,26,475,2,1391,71,34,23
PROD_001015,office,23,582,3,2007,46,19,38
PROD_001016,books,55,692,3,24086,66,43,58
PROD_001017,furniture,64,255,6,29984,47,31,20
PROD_001018,garden,23,435,1,3101,14,41,10
PROD_001019,electronics,63,580,1,26813,23,36,56
PROD_001020,electronics,66,280,1,12297,16,14,54
PROD_001021,garden,38,678,4,5456,97,45,39
PROD_001022,office,63,732,2,1173,20,5,32
PROD_001023,automotive,50,473,5,26004,87,35,44
PROD_001024,garden,49,790,6,21528,94,26,39
PROD_001025,music,58,532,3,19597,67,24,42
PROD_001026,music,68,271,3,5059,59,47,43
PROD_001027,garden,61,269,1,9317,20,30,46
PROD_001028,fashion,42,897,6,7020,66,23,15
PROD_001029,health,70,796,3,3144,34,20,68
PROD_001030,computers,69,727,2,28555,66,32,60
PROD_001031,office,56,889,6,20020,67,29,78
PROD_001032,fashion,67,792,4,25237,10,38,50
PROD_001033,toys,51,885,1,26587,68,24,15
PROD_001034,health,43,633,3,20264,60,38,75
PROD_001035,fashion,37,379,5,20163,14,37,17
PROD_001036,sports,41,615,4,5700,46,7,55
PROD_001037,furniture,36,371,3,978,82,44,65
PROD_001038,sports,31,364,3,25162,41,25,28
PROD_001039,furniture,67,705,1,3284,24,10,17
PROD_001040,computers,64,630,3,26336,98,9,78
PROD_001041,beauty,46,793,4,29495,75,44,80
PROD_001042,garden,66,429,5,7386,31,9,41
PROD_001043,toys,56,521,1,16486,95,18,16
PROD_001044,music,62,564,6,22855,35,46,45
PROD_001045,office,54,108,1,29091,29,14,63
PROD_001046,beauty,29,454,5,16331,94,13,11
PROD_001047,toys,41,403,5,27174,30,41,76
PROD_001048,music,50,910,5,28426,23,50,28
PROD_001049,fashion,68,923,3,15516,97,21,79
PROD_001050,beauty,48,412,4,261,47,16,41
PROD_001051,computers,49,206,4,23727,80,21,70
PROD_001052,health,31,182,3,14183,20,34,33
PROD_001053,furniture,41,648,1,26598,44,27,28
PROD_001054,automotive,31,533,4,28420,64,44,74
PROD_001055,food,61,733,4,19422,79,38,69
PROD_001056,furniture,41,400,3,10893,75,21,67
PROD_001057,health,38,170,2,9197,10,12,27
PROD_001058,office,57,808,2,13729,10,49,52
PROD_001059,automotive,47,286,6,14966,52,47,18
PROD_001060,office,57,313,3,12449,41,38,13
PROD_001061,fashion,29,960,3,27673,77,23,47
PROD_001062,furniture,58,348,4,23652,95,27,62
PROD_001063,fashion,24,468,4,18266,61,13,26
PROD_001064,office,35,988,1,26687,69,6,63
PROD_001065,toys,59,358,5,1091,50,19,23
PROD_001066,books,22,234,6,4377,67,45,48
PROD_001067,sports,35,154,2,27526,66,48,32
PROD_001068,health,61,832,4,2308,78,31,30
PROD_001069,beauty,39,567,3,13809,34,9,23
PROD_001070,home_appliances,60,178,2,17912,99,5,72
PROD_001071,food,31,670,4,17781,16,30,63
PROD_001072,fashion,40,813,3,11461,89,37,52
PROD_001073,food,45,485,2,11688,65,25,47
PROD_001074,fashion,53,129,2,20693,80,48,76
PROD_001075,home_appliances,41,242,1,5714,94,38,79
PROD_001076,books,47,698,1,29962,50,44,44
PROD_001077,books,57,831,5,17335,49,16,78
PROD_001078,food,30,809,5,9489,67,7,52
PROD_001079,home_appliances,22,348,1,22049,38,48,31
PROD_001080,music,59,653,5,28511,68,10,31
PROD_001081,sports,67,263,1,6915,65,29,76
PROD_001082,books,38,229,4,28696,71,39,59
PROD_001083,home_appliances,47,654,6,21838,53,16,70
PROD_001084,home_appliances,53,573,6,12509,13,20,29
PROD_001085,electronics,52,594,4,18484,38,22,66
PROD_001086,fashion,67,107,4,6063,95,39,39
PROD_001087,music,34,372,6,20851,54,45,57
PROD_001088,furniture,35,450,4,5784,34,46,26
PROD_001089,music,48,611,6,23491,14,8,42
PROD_001090,toys,33,447,5,11780,100,42,70
PROD_001091,sports,23,228,4,7329,91,47,26
PROD_001092,home_appliances,55,452,4,29971,12,24,30
PROD_001093,health,36,142,6,5093,52,26,53
PROD_001094,beauty,46,633,5,23904,99,48,38
PROD_001095,automotive,70,560,4,21374,14,23,23
PROD_001096,fashion,46,588,5,17710,18,28,63
PROD_001097,garden,70,984,3,13198,92,34,39
PROD_001098,food,45,961,3,12555,87,5,48
PROD_001099,beauty,52,787,3,24549,95,32,73
PROD_001100,office,34,312,2,23420,32,44,19
PROD_001101,office,30,390,5,19835,52,27,78
PROD_001102,furniture,64,548,1,446,94,32,30
PROD_001103,sports,63,729,3,10349,84,42,45
PROD_001104,home_appliances,46,381,1,16097,62,6,51
PROD_001105,sports,23,187,2,23640,16,19,41
PROD_001106,automotive,52,129,6,3944,40,37,73
