order_id,customer_id,order_date,status,region_code
465,,2026-02-16 14:53:43,CANCELLED,SOUTH
466,258.0,2024-11-07 00:26:13,DELIVERED,SOUTH
467,437.0,2025-03-22 05:19:09,SHIPPED,SOUTH
468,,2024-07-24 08:35:49,PLACED,EAST
469,487.0,2026-02-26 23:41:48,SHIPPED,SOUTH
470,34.0,2024-12-15 14:43:32,CANCELLED,WEST
471,353.0,2026-03-10 11:53:41,SHIPPED,WEST
472,208.0,2025-03-05 04:03:26,CANCELLED,EAST
473,202.0,2024-09-24 11:07:21,RETURNED,NORTH
474,267.0,2024-11-24 07:00:54,PLACED,SOUTH
475,266.0,2025-03-10 05:16:12,PLACED,WEST
476,265.0,2026-04-02 04:06:31,SHIPPED,EAST
477,226.0,2024-07-21 07:46:20,DELIVERED,WEST
478,86.0,2025-10-16 19:36:41,PLACED,SOUTH
479,238.0,2025-11-05 16:37:30,RETURNED,NORTH
480,93.0,2024-11-06 06:25:02,RETURNED,SOUTH
481,202.0,2024-10-31 09:48:14,SHIPPED,WEST
482,303.0,2025-09-09 01:16:04,CANCELLED,NORTH
483,129.0,2026-05-15 17:20:55,SHIPPED,NORTH
484,47.0,2026-02-25 15:16:56,DELIVERED,NORTH
485,269.0,2025-03-02 22:13:02,RETURNED,SOUTH
486,194.0,25-05-2026 21:14:42,SHIPPED,EAST
487,290.0,2025-08-07 21:31:47,SHIPPED,SOUTH
488,92.0,2026-02-02 06:33:16,DELIVERED,EAST
489,374.0,2025-10-28 05:43:37,SHIPPED,NORTH
490,461.0,2025-02-01 20:02:34,RETURNED,EAST
491,7.0,2025-05-09 03:29:57,RETURNED,NORTH
492,312.0,2024-10-23 14:37:33,RETURNED,WEST
493,233.0,2025-12-04 08:33:23,RETURNED,NORTH
494,126.0,2025-12-16 23:13:04,RETURNED,SOUTH
495,26.0,2026-06-16 03:02:51,DELIVERED,NORTH
496,75.0,2025-10-31 17:34:17,RETURNED,EAST
497,170.0,02-08-2025 20:29:47,CANCELLED,SOUTH
498,83.0,2024-12-18 23:17:47,RETURNED,SOUTH
499,495.0,2025-08-21 19:27:03,PLACED,NORTH
500,394.0,2024-11-17 21:26:35,CANCELLED,NORTH
